strain,mds1,mds2,mds3,mds4,mds5,mds6,mds7,mds8,mds9,mds10,variant_seq
40b99e28|1.1365,9.053828496403325,-4.028244544118874,-2.0841246372024567,4.425530908402823,4.469934449165611,4.377380400812927,2.487483118102197,-0.6528067079177008,0.009043755712109,-3.838287722463836,2
751092c4|1.1375,8.928301236333782,-4.089486588806993,-2.0770791389894776,4.342635754960059,4.505453379457368,4.625559081314989,2.215929791462653,-0.3668818958246437,0.8109865194099022,-3.955738320090176,2
61084176|1.162,8.903337803217466,-4.171385810028315,-2.254879843428611,4.804876997397387,3.4452708450233307,4.765198670757968,2.401359751772264,-0.3025859031024374,0.2093565075657386,-4.146758375552928,2
7ab6a31d|1.1674,9.326352235173532,-4.31881067831781,-1.2868428401524985,4.137194206713887,3.697954428874039,4.907191939883968,2.38935646212466,-0.6573467790297582,-0.2352037371364068,-3.794963460421836,19
7fcb7cf5|1.173,9.195425028657343,-4.319573636052255,-1.0657255220307371,4.62841879478343,3.739232769115976,4.605175730645328,1.8224413328976492,-0.222229167132658,-0.4660403204671072,-4.267361506753244,19
140b1625|1.1845,8.99874277164498,-4.347462889453093,-0.861343492927866,4.769880665755411,3.8900776484913626,4.3268828936344335,2.1149960351428363,0.4465318856573174,-0.0851095920015161,-4.556621179480862,19
7507ddd5|1.1993,9.038284183026052,-4.40513085852704,-1.0462983211484775,4.827110497765523,4.4303828950138175,3.853331270937334,2.0323981706135767,0.2046318464057702,0.6483457449848967,-4.273433796549017,2
33b259f8|1.2032,8.948195245490844,-3.951458586691327,-1.4930011319222825,4.759546176202053,3.563266270169998,4.83476763592991,2.187574666269756,0.0310819750549151,0.285810843032333,-4.585467822545152,2
6e4bf1f6|1.2395,8.929921630058608,-4.75715694354312,-1.1080604332549833,4.241056525267018,4.537578462564367,4.492324747118013,1.8208042883919755,0.5115022442450375,0.255618642611819,-4.106745399490773,2
659a462b|1.243,9.07716254129924,-4.210688672600319,-1.0138510738552635,4.156958379137438,4.038395215603901,5.051461633246231,1.9143230455248543,0.0529049632554857,0.01602107361857,-4.308988997369623,2
71b20ec1|1.2471,9.264786903763488,-4.18647409610014,-0.8681252941660771,4.6720101488571,3.566646091199262,4.533739520466591,2.1678893380287203,-0.2429238580077866,-0.194462662802753,-4.326549246946833,19
62d8e0b0|1.259,9.039906501253226,-4.767981279704241,-1.7709914783354102,4.936299917035638,3.258048552979548,4.426553700544292,2.1629295400792965,-0.0467495642849553,-0.2964756193902693,-3.998594650105781,19
1eebecd0|1.2661,8.770764390701501,-4.439787556368962,-1.776524893753288,4.809500498573356,3.643297842307439,4.34399249844754,2.9357704425441846,0.533143316364925,0.524779199540007,-4.292185197167686,2
5540f244|1.2681,9.298550946607774,-4.198372539885125,-1.5149172804732811,4.1951773236971786,3.960539003941112,4.591550158572667,2.749624868272325,-0.771061199021958,0.7231351642076168,-3.650267325563055,2
bbd98b6|1.305,8.830409667735491,-4.511658028600424,-1.766811862976761,4.878304251634182,4.383564996071059,4.131530956644079,1.7326412320549318,0.2533393337596224,0.6793326678218555,-4.218770790438466,2
46b7e60b|1.3355,8.977422939656584,-4.377531832904859,-1.8229661465814015,4.267649495223754,3.389766015558444,5.038952770742129,2.948187502319936,-0.0557249668939804,0.3516571018970724,-3.9569863488360686,2
41798d08|1.3459,9.0256977598057,-4.233250003672425,-0.8387345032885639,4.397007317293703,4.67496826203924,4.213545707779469,2.1555921540765883,0.2558626936040555,0.1074954056431586,-4.3380979813105975,2
3eb9dd77|1.3462,8.94346002223851,-4.373153874864994,-1.3426228627937034,4.719756735502014,3.412864440051945,4.864157195575929,1.9799985300004728,0.2857515330903768,0.0164060367650157,-4.490813596570613,2
433f7c0b|1.3582,8.856298139101161,-4.062217280077485,-1.7668697274002954,4.90983978947074,3.67308908585383,4.434956444663352,2.6535442392673327,0.1666167913472435,-0.1921789289756729,-4.48777683498146,19
7c80388b|1.3833,8.9478582002593,-4.69365323042941,-2.103475122189617,4.851720986427595,3.6866808306225134,4.335629338675897,2.1890663350141413,-0.1121302231764307,0.977012213470842,-3.839380460361297,2
1027d21b|1.3971,8.89781623935979,-3.983223438540133,-1.269723323672042,4.3438487611393,4.28366337629722,4.760277460869727,2.3169184137225005,0.2493214048482188,-0.3212556350260699,-4.51903096381214,19
534d5f83|1.4087,9.027795471492505,-4.662428942070518,-1.3252900647184576,4.342586002908026,3.305145827125891,4.862520863452228,2.8051701680752337,0.2661961066750872,-0.1835637720017103,-4.045289241635669,19
2cd757c1|1.4279,9.308561637907172,-4.293730831242088,-0.9918109168308732,4.360970181309635,4.397398452555009,4.246492496703098,2.090007389074689,-0.4886234415072733,0.8306164588770178,-3.874363749866147,2
6df9e4d1|1.4291,9.13360157473736,-4.700938585323818,-1.1065433580968185,4.094813438440362,4.446195326761552,4.435936213040272,2.207573214984854,0.0344728092122781,0.9485697743348634,-3.761507430368797,2
56666785|1.5848,9.247285880110615,-4.339283412260289,-0.9731406964864938,4.540633000600594,4.388742226548133,4.134665448292653,1.9280533657813372,-0.3228098237383973,-0.4697743965215166,-4.066178423802506,19
583e3ee6|1.6163,8.864741967702352,-4.676565521332441,-1.478886039875461,4.2805199725110965,3.8991527085493,5.025059010657704,1.8419309816822864,0.4492442568442364,0.3284493350146689,-4.19926987925384,2
6bce576e|1.6262,8.88529013364788,-3.988461558739952,-1.4353899968264598,4.245334454326613,4.324427501189621,4.722662594223272,2.685661389576635,0.2172801666108474,-0.2796528930202424,-4.381766008284862,19
b0f481f|1.6305,9.061169600796042,-4.416083397065751,-1.1075129778882395,4.744215139664487,3.4889440027281693,4.256351943699802,2.9375242574634424,0.2678321453690925,0.5841904973915707,-4.241144410818292,2
d7e871d|1.6975,9.150588884135155,-4.264798283475352,-1.133125710054313,4.385627985131347,4.74937186497392,4.251833307287953,1.7536424528953178,-0.2695397593397659,-0.1935664602368002,-4.061492790074417,19
a221ef0|1.6992,9.18253328161685,-4.059395984070121,-1.6877449409347332,4.77689081026911,3.655473945369208,4.620827645955471,1.9558013123872149,-0.6639474476098152,0.0677758667149501,-4.141597539083937,2
632b6a38|1.7007,9.088324383769931,-4.712911312498357,-1.32708228784498,4.4586090315653895,3.757748044151252,4.1869202813615205,3.132588112559151,0.1665067279305627,0.7591118898230566,-3.7895720333439167,2
31d99c4f|1.729,9.224107928087806,-3.958798297963549,-1.123662227770916,4.223559048266544,4.584447105014189,4.296203984642971,2.6189971819472877,-0.4595570405306719,-0.1822843234871768,-4.02383872647617,19
3cea7dd6|1.7551,9.01017652349269,-4.556507981078446,-1.8581996514126529,4.4234407264669,4.6691624817244834,4.051984192325274,2.41050851224788,-0.1591548577684478,-0.195567539014335,-3.7167656528988102,19
b8c11ce|1.7867,9.0855912451273,-4.220043786278321,-1.491614040129842,4.538996299414252,3.4894053971271632,4.759746465931092,2.578480607882577,-0.1807411843070277,-0.6024511065500877,-4.194168752149281,19
3f73d561|1.8617,9.037471108320366,-4.580193151027048,-1.2189455534973168,4.73130787056633,3.381648006288892,4.687369645419023,1.996438054584761,0.2219567525203114,-0.3302681384757073,-4.3217031210543935,19
396fe4f9|1.9115,8.84642242505013,-3.8374455129166463,-1.851152083000997,4.391813464640376,4.405774646137558,4.535675935205662,2.882404292284643,-0.0432385450230041,0.165408887108481,-4.284973550606839,2
6c7d0302|1.9912,9.334524401641012,-4.359992273386999,-0.8808028250011382,4.669295918189569,3.60526023629583,4.119780237588,2.789067440588815,-0.2854035242404659,0.4753089304723529,-4.008132127288752,2
75f69c3e|2.045,9.158544003201808,-4.321056740609591,-1.9303329150613056,4.289372806978934,3.9710569440515457,4.451460899662124,3.0409159704458992,-0.6102330982842337,0.2987271528691041,-3.5779688085846986,2
30bdea87|2.0829,8.764227090294654,-4.07690993366712,-1.8606991237898804,4.694821087585209,4.353500915523138,4.5936231096944224,1.8353227434757533,0.1856930443349286,0.0309814136434977,-4.48811853133037,2
1f06e30a|2.1159,8.889946385769782,-4.180115571958749,-1.0566733641196553,4.234140040691521,4.4538132246463,4.573874256244745,2.524126017064216,0.5033933548049149,-0.0668658988575111,-4.426731960529221,19
4f25bebb|2.2052,8.970162666458823,-4.217348765976896,-1.6645846209781583,5.171225566213417,3.915661052831725,4.100313400827522,1.8476408855605917,-0.0536110713409366,0.2443446159918554,-4.390615848102224,2
266940c1|0.4221,9.824325358731796,-3.697442268926128,-0.5187937797300898,3.8145368964602513,5.438500124924874,5.325096678771721,2.317013577824365,-0.3588054559272501,0.306410858722053,-5.035741329818048,2
cb3c029|0.7009,9.116434352076054,-4.078576727747037,-0.964610321724236,4.159378065908253,3.897766002401329,4.73398105715359,3.0033197323305814,0.0590592958109756,0.2603145658439871,-4.227718305616826,2
265b3d46|0.4453,9.218903226525455,-4.22991343659301,-0.9208383421124232,4.706392908208441,3.851105810173298,4.319270924409253,2.1282998497425654,-0.1948658611018264,-0.4904948356375812,-4.304663132120632,19
18cabfcc|2.1901,9.75507093792738,-4.245391990467593,-2.5299286715233165,5.659187855895347,3.373920623822458,4.023003895153686,3.762604511739813,-0.94480825993793,0.2649860825087421,-4.465996773599251,2
6930090c|0.9389,9.081315446755696,-3.843856977392515,-1.296279450526341,4.478210856667979,3.808983939217029,4.819869289729761,2.421756791375412,-0.1990597371427803,0.7099453126156325,-4.4037854423362495,2
2f2df660|1.5365,9.731361981778132,-4.314534883063863,-1.019461689797972,4.005202333941867,5.147875031203325,4.966422489869534,2.613144646742429,-0.2609116184715118,2.25852109587364,-4.535961672702802,2
1cd2b64a|1.3151,8.555260304987613,-3.7650000157271615,-1.965000675099712,2.8406833622908616,4.131646483383347,4.802894871898784,2.0656977959319045,0.4374853784457176,0.3863480169301427,-4.967132144015135,2
363a416f|2.1714,9.195875076701869,-3.985914618792784,-1.9040946473996043,2.299398174988741,4.726000450437175,5.742718684649723,1.7404795301099034,0.2804639355154285,0.3496358589007942,-5.548457271496579,2
450c3731|0.989,7.771971157342881,-3.622628875704353,-0.240368806750907,5.7511968141414265,3.869492734514408,4.791433205480834,2.7235838316622,0.1400879517734278,0.2445927323246359,-2.479297640960488,2
3c8cf141|1.8236,8.653883914966595,-3.6187713754171664,0.4758866379515138,6.204479825772915,4.0814347989321735,4.6795545297264,3.845885168563368,0.0522843188834662,0.4122724301449815,-2.652788123962491,2
239dc552|2.1035,8.915634962905443,-3.9784104400540303,0.6399994304369647,6.10895558576501,3.3143576226637843,5.357054868499433,2.977165141260769,-0.5686823074062773,-0.5779548753550302,-2.3453144024665336,19
5e342109|1.0379,9.331787895927569,-4.327908149509572,-0.9492034581103814,4.398704755314173,4.076890950831875,4.28523500951622,2.4772859907785,-0.2958460020145598,0.3581879147547582,-3.9091290027860746,2
5bfd2729|1.1348,10.015763337228064,-6.020655652747551,-0.5141818094832696,4.150426996092642,3.737371580511776,4.649397093890562,2.966760183887811,0.3094692859137294,1.317830864673673,-3.773843635476064,2
4432643a|1.1655,9.557642139838912,-4.987299704039217,-2.043185418839488,3.95746005144889,3.4406809443090878,5.862240590881799,3.619925872451193,0.176324446114668,-0.5935068218639536,-4.259026129707207,19
1cb49cb3|1.2725,10.062848978223702,-4.426521237931272,-0.4550043626070399,4.480494560605643,4.746330618067351,3.898678476116305,3.853719538061864,-0.2414144705003133,1.0082034963945212,-4.382042970341631,2
659a7504|1.4236,9.706547394628936,-5.213734755707373,-2.204823475800713,4.587773909919406,2.7750117806337484,5.260014371347198,3.871486925436425,-0.1817855499945826,0.7178706432458162,-3.978470466402978,2
5b64204e|1.7481,9.91330231869079,-6.0153796817713365,-2.254204084039638,4.022225487805399,3.475096426052564,5.457685418515074,2.3981360600901382,-0.6969793262150575,0.4669773595125092,-3.2370376504922347,2
1ccd709f|1.7657,9.532948194285662,-4.714003763706631,-1.802586009053949,4.965608027844344,3.3976574743900225,4.566185083042442,4.2070240407964,0.4096090730046944,1.214447767855151,-4.594261805454583,2
32917238|1.928,9.696756978989605,-5.1345536190283365,-0.6548430263740309,4.938162238349401,4.3412808407984045,4.399492076088582,1.8722972849119488,0.6223906644051885,1.8287196438088464,-4.836227443697948,2
e266b6|1.9928,9.555495414484476,-6.087277986637673,-2.1216105159443805,4.3463757949143424,2.894806774268194,5.485756819694123,3.0200940229695874,0.4347271081024179,-0.000870320318913,-3.841772848043908,19
7ec46818|2.1368,9.395301469184616,-4.641144474153358,-2.4341662064438085,4.575282469064264,4.880433406507417,4.394935353897564,3.551338551501053,0.0397537154109153,1.9620051935864549,-4.2017318865763285,2
76d81e2c|2.1448,9.774393448645275,-4.351406443585555,-0.9860311114451416,5.227906934154831,2.9170007111586638,4.855315212305201,3.4459833270571045,0.2767348639988097,0.1206466320327773,-5.19930850585587,2
2425bbdd|2.1573,10.199715865214875,-5.100864031385971,-2.1631728074678738,5.206534017718058,4.117469009141371,4.019725382588101,1.887406634919564,-1.6042150403863566,0.362592894376183,-3.6538135386949633,2
7d829f5f|2.1658,8.834274277524653,-2.746882297071533,-1.927061180485136,3.841573203954129,5.450828757718391,4.935851860583636,2.803345527091586,-0.7347751444162975,1.3848527157182071,-4.010863979358558,2
7d972f2f|2.1843,9.893933037213884,-5.259025690763093,0.053006499092441,4.909713116897545,3.818899372760792,4.158365865604986,2.8502380082313903,0.8036740756323865,0.7751974475527412,-4.825127173189024,2
f537b4|2.1854,9.43736037822833,-5.017339651116212,-1.5014462041462724,5.376103287729255,3.552242531199504,4.304307723657558,3.105188324543257,0.8277253470451856,1.8149718535571933,-4.890097414915491,2
65be0cc8|2.19,10.058515131275986,-5.134966910518469,-0.7327783951462559,4.251387803178545,2.809092672961248,5.752451848199875,2.71238590123669,-0.1564438848538592,-0.2440807705767015,-4.415305880189539,19
5d7c77bb|2.2048,10.182350200390196,-5.67144226997048,-0.3861917951081337,4.29670362597873,2.968406285149402,5.058217896700817,3.0215494814069395,-0.0222500161972889,0.4390633812121154,-4.026983884168748,2
42cbf16e|2.2083,9.902446772666488,-5.7887548834244384,-2.212869553187005,4.173089492727074,3.456745566313121,5.499987758177404,2.167562856415965,-0.7180021853123919,1.134950971401373,-3.452163797065282,2
6d0618cc|2.2466,9.49130564402978,-5.5214133354649295,-1.1763962520646705,3.655016746204771,4.620387133606732,5.28763784350378,3.100492657854794,0.9248083262427094,-0.8578211712853142,-4.265162229710575,19
442de72f|2.2488,9.965112248731256,-5.942662857110415,-0.4324213798657362,4.002716147415613,4.298058523009664,4.24340920421292,3.587300516209273,0.4768138028865503,0.4681497088374209,-3.718373759327668,2
157af6ab|2.344,9.764209626001092,-5.369872449626786,-1.669456296571744,3.2297276383006777,4.707832794181274,5.387402029775995,3.6521715509806514,-0.1430124329058764,0.125442974813571,-3.482331979117669,2
23fe6fe3|2.3932,10.284746776875927,-4.797489736213068,-0.870198185493241,4.021285756946263,4.414227822835381,4.390446859093164,3.78581791910472,-0.9899992750226156,1.0995267974044232,-3.6313393241347263,2
53112bcc|2.4375,9.31831568451722,-4.953642169623094,-2.418917670264766,5.128769380716913,3.153599095853373,4.948508174008216,3.472989070492435,0.5126396740157836,1.5162144916792095,-4.625035959424753,2
68151c10|2.4433,9.964382767125654,-5.171452795745189,-0.1109803086706078,3.8444805945023006,5.179073773119939,4.73244291837946,2.108826378787143,0.2077032348126067,-0.6984042512484567,-4.36638379988779,19
728ab433|2.8321,9.748738981743111,-5.093199109563087,-0.5486065280041189,4.198877293479233,4.542317600894343,4.203662033177156,4.145564073778164,0.6547849893268031,0.6289280635574753,-4.3249852045256265,2
51dd7eab|1.2309,9.348628609059704,-4.775795328635585,-1.240918131296267,4.68745012423022,3.768073307249899,4.120888639354683,2.034241917700965,-0.4588146853431314,0.6053241138242896,-3.671337886721405,2
2fd17c08|2.1191,9.739340178418123,-4.501537581435719,-0.3597305498429889,4.203919272050804,4.745476957776175,4.607683737494862,3.440333682692614,0.577766783590765,1.375324484995947,-4.806066774926904,2
399b4631|2.5887,9.149781805804755,-3.493918931184996,-0.8852090921940812,5.3257796554051895,4.876588140914766,5.606640481676156,2.526281722014206,1.1825794972694503,0.5505220636811884,-1.9673520662909003,25
68070187|2.72,8.373438613319573,-3.456536319130468,-1.224843354724134,5.248037184466499,4.2599761266729095,5.078861304438853,2.0623481236139587,0.6744408530281562,0.1130907589773647,-1.936740918174069,25
223e34a1|2.0887,8.880849166239186,-4.863980521697886,-2.2355687682329344,4.194920233913895,4.800340243721938,4.753320845551579,2.933729127182237,1.5599009187267736,1.109802312739961,-5.174452871845575,2
5ba8a76e|2.1118,10.26134872190901,-5.268969367151711,-1.4182771281208786,2.832293993378331,3.845162714038726,6.725929368348105,4.076829353068558,0.3740816463694528,-0.2104917546460052,-4.818171169133212,19
544d7ece|2.4967,9.518129824330869,-6.120211605405316,-2.7671003478033933,3.066829228697194,6.1108466084453,5.862501817479896,1.924226868107868,1.0917986596676656,0.0159950777727266,-4.60062110370954,2
3faa3ab6|2.6474,9.510452121828484,-4.75468610473817,-3.06704199445112,4.148824195821436,5.139031210664521,4.9749199275151055,4.57296054682332,0.942319341740706,1.8966966655591728,-5.175175943886644,2
3dba0258|2.1133,10.07112232528363,-5.43706986931438,-1.0297071408234808,4.702803839996815,5.134891433766608,3.189735156460099,3.164440573102307,-0.4004902201359394,0.6783953325991098,-3.630752955925251,2
12265e9c|3.361,9.74803660326709,-5.341585211737162,-2.1065497438545133,3.780763017162376,6.578969233161947,4.934275604895511,1.6135589430631918,0.5991879703642475,2.317513068972421,-5.000832089226272,2
487a832d|2.2295,10.5069854513639,-5.378556229165893,-0.7801254819396796,3.035698922154106,4.583951252773035,6.578631801262496,1.7367886251356108,-0.050721444026177,-1.1997318242677264,-5.043360581427599,19
35bf56fd|2.6294,11.021455107879866,-4.657845752853625,-1.5836308099273353,2.654692195813389,7.041907760269229,5.482758341882794,4.783256349784922,-0.6233957138076558,0.8256843601116511,-4.710563181382914,2
77deec43|1.3735,7.213741314232823,-2.4619555728749165,-1.313466001612605,5.428622026938719,4.971018785727884,5.336695720562767,2.814084573086854,-0.4509647858358254,-0.9569880539291832,-4.814737839547345,19
13993b83|1.4622,8.79645866554902,-3.181334450613111,-1.5980501952031625,4.284335175307616,3.656796478677648,4.377047442293472,2.2486901240049297,0.8017972469394378,0.0059984811937723,-3.5192462525594856,19
4cd55e1a|2.501,7.796561517648366,-2.7809154249125503,0.0351125445971376,6.1353882877211605,6.991192852103929,3.9893449496736832,1.978463735056292,-0.4510875135774718,0.6211206104276948,-5.506067605254873,2
4b1e5d59|1.2034,9.176124038877369,-4.789323995361684,-1.301554721991795,4.8873004876403,3.6952669605987514,3.8422166634905537,2.545355403184508,-0.0295790735212256,0.7940050288347104,-3.816197594431797,2
351ae235|2.9263,7.666306711933406,-4.8270067507399625,-2.253167379055723,3.8835537416609776,3.662820296447318,3.7488098925227393,3.614410556498701,0.0167202018988978,0.6468989753800474,-3.190078347218775,2
57a466e9|3.1943,7.300648167886361,-4.91742024551039,-3.28002285136812,5.289348456797782,4.685974825587497,3.3230882669239685,2.6484444201623103,1.0979922005664704,1.2234615652069298,-4.857953132968878,2
78f65268|1.3124,9.155617880049528,-3.7418254795836106,-1.386215401341638,4.2625074146367865,4.299325874354161,4.661986349136651,2.5524500463464626,-0.5390899173848638,0.548526286038669,-4.153902698444964,2
1768729|2.8265,7.413070631560464,-4.618690197145958,-2.1802049378327983,4.352713713590733,3.814343736160261,3.486042354019355,3.3568970234108693,0.6202927910316028,0.1678021422956815,-3.8691690475148657,2
